geometry,label,year,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127
POINT (-61.15345 -8.090603),Deter_Deg_CsG,2024,2.766886,0.11528692,1.9022341,1.1528692,1.0375823,1.6140168,-1.49873,1.6140168,0.6917215,4.4961896,-0.749365,1.268156,-3.2856772,-4.4961896,0.2882173,0.46114767,-4.265616,1.1528692,-2.0175211,2.132808,1.1528692,1.0375823,1.9022341,-1.6140168,5.245555,1.6140168,-3.2280335,5.418485,1.3257996,-0.8070084,0.0,-3.5738945,-1.8445907,1.8445907,0.46114767,-2.1904514,2.766886,-2.7092426,-1.4410864,-1.6140168,1.5563734,-5.187911,0.46114767,1.1528692,0.86465186,-0.11528692,-0.8070084,-3.2280335,0.6917215,-2.536312,1.1528692,1.5563734,0.17293037,1.1528692,1.5563734,0.6917215,-1.5563734,-1.9022341,6.16785,-1.3257996,-0.11528692,0.749365,1.6716603,4.899694,1.7869473,3.1127467,1.4410864,3.400964,1.6716603,2.1904514,-0.6917215,1.7293037,3.9773986,-2.4210253,-2.1904514,-3.1703901,2.0751646,1.2105126,1.6716603,-1.5563734,-2.536312,-2.1904514,-7.3207192,-0.86465186,2.2480948,-0.9799388,1.9022341,-3.8621118,-0.2882173,-0.92229533,0.4035042,-1.8445907,2.4210253,0.86465186,2.536312,2.3057384,-1.7293037,1.0375823,5.418485,-0.8070084,-3.1703901,-0.92229533,-0.9799388,-1.7293037,1.49873,2.99746,2.132808,0.6917215,2.766886,0.5764346,2.132808,-3.2280335,-1.1528692,-1.7293037,4.0350423,-1.8445907,-2.9398165,4.265616,-4.380903,-5.3608418,-2.5939555,-2.8821728,-6.456067,2.132808,-3.2280335,0.8070084,3.4586074,-1.0952257
POINT (-61.153631 -8.090694),Deter_Deg_CsG,2024,4.1713257,-0.69522095,1.5890765,1.2911247,0.39726913,2.0360043,-1.6883938,1.1421487,0.09931728,3.0291772,1.0428314,2.2842975,-3.327129,-3.327129,0.69522095,1.8373697,-4.2209845,1.1918074,-0.4965864,2.631908,1.6387352,1.241466,1.8870283,-1.241466,5.4624505,2.7808838,-1.8870283,6.20733,1.7380525,-0.5959037,1.5394179,-2.0360043,-2.9298599,0.8938556,-1.8870283,-1.6883938,1.3904419,-3.6250808,-0.8938556,-1.936687,1.9863456,-5.810061,-0.19863456,2.3836148,-0.7448796,-0.04965864,1.8870283,-3.2774704,0.19863456,-1.8870283,1.3407834,1.1918074,-0.54624504,1.0428314,0.54624504,2.234639,-2.5325906,-1.3407834,6.256989,-1.1918074,-1.0428314,0.34761047,2.9298599,4.8168883,0.54624504,1.9863456,2.631908,4.02235,0.8938556,1.8373697,-1.241466,0.4965864,5.5617676,-2.1849802,-0.79453826,-2.631908,1.7877111,-0.19863456,2.0856628,-0.2482932,-4.518936,-1.1918074,-4.9162054,0.09931728,1.9863456,-0.94351417,1.3407834,-2.7808838,-0.9931728,-0.19863456,-0.34761047,-2.0856628,1.4401006,1.9863456,3.5257635,1.2911247,-1.0428314,2.0360043,4.1216674,0.09931728,-2.482932,0.29795185,-0.19863456,0.69522095,0.2482932,3.327129,2.7808838,-0.14897592,1.6387352,-0.04965864,1.7380525,-3.5754223,0.09931728,-0.94351417,4.6182537,-1.3904419,-4.2209845,4.320302,-3.4264462,-4.717571,-1.1421487,-4.1713257,-6.3066473,1.6883938,-3.0788357,0.79453826,4.469278,-1.6883938
POINT (-61.153541 -8.090694),Deter_Deg_CsG,2024,5.3634086,-0.8496489,1.9648131,2.6020498,0.31861833,1.6461947,-1.8586069,1.5399886,-0.3717214,2.6020498,1.0089581,3.1330802,-3.5579047,-2.6551528,-0.053103056,2.2303283,-4.832378,1.6461947,-0.955855,2.1772254,2.814462,1.1682673,3.1861835,-1.9648131,4.779275,2.1241221,-2.1241221,6.2661605,1.8586069,-0.53103054,1.3275764,-1.3275764,-2.3896375,1.3806795,-2.0179162,-0.53103054,1.5399886,-3.6110077,-1.6992978,-2.7082558,1.4337825,-5.628924,-0.26551527,2.2303283,-0.5841336,0.9027519,2.0179162,-3.664111,0.8496489,-1.7524009,0.79654586,1.0620611,0.31861833,2.1772254,0.42482445,3.1861835,-2.3365345,-1.8055038,6.744088,-0.8496489,-1.3275764,-0.10620611,3.5579047,4.8854814,0.26551527,2.2303283,2.9206681,4.1951413,1.6992978,1.6992978,-0.69033974,1.0089581,5.522718,-2.3896375,-0.8496489,-3.5048018,0.69033974,0.955855,2.2303283,-1.1682673,-3.2392864,-1.7524009,-5.2572026,1.2213703,1.7524009,-0.79654586,0.63723665,-1.4337825,-0.69033974,-0.4779275,0.8496489,-2.3365345,2.4958436,1.1151642,3.1861835,2.0710192,-0.15930916,0.53103054,4.1951413,0.21241222,-3.5579047,1.2744733,-0.5841336,0.5841336,0.15930916,3.82342,2.4958436,0.26551527,1.91171,0.15930916,2.4958436,-3.0799773,0.4779275,-1.5399886,4.0358324,-1.3275764,-3.6110077,4.8854814,-3.9827292,-5.150996,-1.0620611,-3.2923894,-5.682027,1.7524009,-2.5489466,1.8055038,4.9385843,-0.69033974
POINT (-61.15345 -8.090694),Deter_Deg_CsG,2024,2.5063992,-0.22279103,1.8937237,1.0025597,0.8354664,0.22279103,-0.33418655,0.111395516,0.55697757,3.9545407,-0.8911641,-0.6683731,-3.5089588,-4.2887273,0.6683731,0.50127983,-4.344425,0.72407085,-1.4481417,2.0051193,1.0025597,1.9494215,1.3924439,-1.6709328,4.0102386,1.615235,-3.0633767,4.567216,2.1722126,-0.111395516,0.94686186,-2.5620968,-1.8937237,1.2810484,0.8354664,-2.3393059,2.5620968,-2.3393059,-0.55697757,-1.2810484,1.2253506,-6.015358,1.5595372,1.615235,1.0025597,-1.4481417,-0.33418655,-2.283608,0.7797686,-2.060817,1.5038395,0.8911641,-0.16709328,0.8911641,1.8937237,0.22279103,-1.3924439,-2.0051193,5.903962,-2.283608,-1.5038395,-0.44558206,2.4507012,4.344425,1.1696529,3.1190743,1.9494215,3.0633767,1.5595372,1.838026,-0.6126753,2.6177945,4.9014025,-2.5063992,-2.060817,-1.9494215,1.9494215,1.5595372,2.5063992,-2.0051193,-2.8962834,-1.6709328,-7.073615,-0.94686186,1.3367462,-0.72407085,2.951981,-3.453261,-0.72407085,-1.2810484,0.22279103,-0.8911641,1.838026,1.5595372,1.7266304,3.1190743,-2.951981,1.3924439,5.903962,-1.2253506,-2.72919,-1.7266304,-0.44558206,-2.1165147,0.7797686,3.7874475,2.8962834,0.6683731,2.7848878,0.16709328,1.7266304,-2.4507012,-0.8911641,-0.8911641,3.3418655,-1.2253506,-3.007679,5.0127983,-3.7874475,-5.0127983,-1.7823282,-2.283608,-6.906522,2.1165147,-3.7874475,-0.50127983,2.7848878,-0.8354664
POINT (-61.153541 -8.090784),Deter_Deg_CsG,2024,4.3947234,-1.1113094,0.9092532,2.2731328,-0.25257033,1.0102813,-1.2628516,1.7679923,0.4546266,2.7277596,0.5556547,2.7277596,-2.7277596,-4.091639,0.50514066,2.374161,-4.647294,1.7174782,-1.4649079,2.4751892,1.3638798,1.6164501,1.8185064,-1.7174782,5.556547,1.9195344,-2.6267314,5.405005,1.7174782,0.20205626,1.515422,-2.6267314,-2.7277596,1.1618235,-0.9092532,-2.0710766,1.4143938,-3.6875267,-0.65668285,-1.3638798,2.0710766,-6.415286,-0.35359845,1.6669642,-0.15154219,-0.35359845,1.8690203,-3.030844,-0.050514065,-1.515422,0.050514065,2.0710766,-0.4546266,1.565936,0.5556547,1.8690203,-1.8185064,-1.515422,6.1122017,-1.3133657,-1.0607953,0.10102813,2.9803298,5.253463,0.0,2.7782736,2.0205626,3.940097,1.515422,1.2628516,-0.757711,0.50514066,4.899864,-2.8793018,-1.1618235,-3.3339283,1.4649079,0.40411252,1.7174782,-0.30308437,-3.5359845,-1.4143938,-4.899864,-0.10102813,1.9195344,-1.2123375,0.757711,-1.9195344,-0.60616875,-0.60616875,-0.4546266,-2.374161,1.0102813,1.4649079,2.7782736,0.9092532,-1.2628516,1.2123375,4.647294,0.40411252,-3.1823862,-0.10102813,-0.35359845,-0.30308437,1.0102813,4.1926675,2.2226188,0.050514065,2.6772454,1.3638798,2.1215906,-2.7277596,-0.20205626,-1.6669642,5.0008926,-1.4143938,-3.788555,5.0514064,-4.697808,-5.152435,-0.9597672,-3.4854705,-6.061688,1.9700485,-1.8690203,0.20205626,3.6875267,-0.9092532
POINT (-61.153088 -8.090784),Deter_Deg_CsG,2024,3.3176892,-1.2638816,1.2112198,2.791072,1.6325136,1.0005729,-0.7372643,-1.3165433,0.8952494,4.3709235,-1.4745286,0.57927907,-3.6863213,-2.0011458,-0.7372643,-0.47395557,-5.2135115,0.94791114,-2.2117927,2.159131,1.2638816,2.2644544,0.42129385,-1.8958223,4.3709235,3.2123656,-3.4230125,4.844879,1.369205,-0.47395557,0.7372643,-2.159131,-1.7904989,1.1058964,-0.789926,-0.789926,2.4224396,-2.949057,0.3159704,-0.10532346,2.3171163,-6.6353784,1.3165433,0.94791114,-1.1058964,-0.57927907,1.7378372,-2.0538075,0.94791114,-2.5804248,1.4745286,0.05266173,0.8425877,1.6325136,1.6851754,0.47395557,-2.159131,-0.36863214,6.319408,-0.94791114,0.5266173,0.57927907,1.8431606,3.8969681,0.6319408,3.5809977,4.0022917,3.6336596,0.8425877,2.6330867,-0.6846025,1.5271902,3.6863213,-3.3703508,-1.4745286,-2.73841,0.8425877,-0.94791114,1.9484841,-1.2638816,-2.8963952,-1.8958223,-6.056099,-0.57927907,1.7378372,-0.8425877,1.369205,-3.4230125,-0.3159704,-0.789926,0.26330864,-2.6330867,1.0532346,2.0011458,3.5809977,2.369778,-0.57927907,1.6851754,5.47682,-0.57927907,-2.159131,0.26330864,1.2112198,-0.789926,2.0011458,4.2656,2.2644544,-0.21064693,1.2112198,-0.21064693,2.5804248,-2.5804248,-0.6846025,0.0,4.2656,-1.7904989,-2.4224396,4.6342325,-2.6857483,-5.0028644,-1.7378372,-2.159131,-6.68804,1.8431606,-1.8431606,-1.1058964,2.949057,0.10532346
POINT (-61.152997 -8.090784),Deter_Deg_CsG,2024,2.3932974,-0.88447946,1.4047616,2.3412693,1.4047616,2.0811281,-0.7804231,-0.8324513,0.9365077,4.526454,-1.7169307,0.0,-3.798059,-3.069664,-0.36419743,0.0,-4.3703694,0.57231027,-1.5608462,1.9770718,1.3527334,2.809523,0.8324513,-1.5608462,5.3589053,3.1216924,-3.3818333,4.3183413,1.8209872,-0.9365077,0.26014102,-2.7054667,-1.3007051,0.8324513,0.052028205,-2.0811281,2.6534386,-3.2257488,-0.26014102,-0.72839487,1.5088179,-6.607582,0.52028203,0.26014102,-0.57231027,-0.8324513,0.8324513,-2.289241,1.6128744,-2.6014102,1.6649026,0.52028203,-0.10405641,0.52028203,2.3932974,0.62433845,-2.0811281,-0.6763667,6.1913567,-1.6649026,-0.052028205,1.1966487,1.6128744,4.4223976,1.5088179,3.9541435,2.0811281,3.9541435,0.88447946,2.8615513,0.15608461,1.1446205,3.3298051,-3.5379179,-1.7689589,-2.3932974,2.1851847,-0.46825385,1.0925924,-1.7169307,-2.1331563,-1.5608462,-5.619046,-0.52028203,0.9885359,-0.26014102,2.6014102,-3.6940026,-0.31216922,-1.0925924,0.57231027,-1.6649026,1.6649026,2.1331563,3.6419744,3.1216924,-1.5608462,1.5608462,4.9426794,-1.1966487,-2.8615513,-1.0405641,1.1446205,-1.1446205,2.0811281,3.7460308,2.237213,-0.62433845,1.3007051,-0.15608461,2.7054667,-3.7460308,-0.88447946,-1.9770718,3.9541435,-1.3527334,-2.4973538,3.7460308,-2.9135795,-5.4109335,-2.1331563,-2.9135795,-5.9312153,2.7054667,-2.6014102,0.10405641,3.4858897,-0.41622564
POINT (-61.152906 -8.090784),Deter_Deg_CsG,2024,3.0160468,-1.6932192,1.9048716,2.4340026,0.5820441,1.3757405,-0.3174786,-0.68787026,1.058262,3.75683,0.0529131,-2.0106978,-3.227699,-2.9102204,-1.6403061,-0.3174786,-3.4922645,1.3757405,-2.645655,2.0636108,1.9048716,1.6932192,1.9048716,0.0,4.7092657,2.3281765,-1.7461323,4.815092,0.6349572,-0.5820441,-0.1058262,-2.9631336,-1.3757405,0.6349572,0.2645655,-0.1058262,3.703917,-3.3335252,0.1587393,-1.4815668,0.8466096,-6.7199636,2.3810894,0.6349572,0.1058262,1.0053489,0.5820441,-2.116524,1.7461323,-3.75683,1.4815668,0.7936965,-0.6349572,0.3174786,1.6403061,0.1058262,-3.75683,-0.3703917,5.820441,-1.2170013,-0.2645655,0.3174786,1.8519585,4.233048,1.4286537,3.0689597,3.5980906,2.592742,3.3335252,3.2806122,-0.3703917,2.5398288,3.703917,-3.5980906,0.0,-3.6510038,1.2699144,1.8519585,2.698568,-2.0106978,-3.121873,-2.698568,-6.5083113,-1.058262,2.3281765,-2.1694372,1.1640882,-3.0689597,0.89952266,-1.3757405,0.89952266,-0.89952266,1.6403061,1.2699144,2.1694372,3.3864384,-2.4869156,1.1111751,6.349572,-0.68787026,-1.587393,0.3703917,0.2116524,-2.2223501,0.2645655,2.9102204,1.058262,0.5820441,3.0160468,-0.9524358,1.4286537,-2.9631336,-0.6349572,-1.6403061,4.074309,-1.2170013,-1.6403061,4.233048,-3.174786,-4.9209185,-2.751481,-3.75683,-6.0320935,2.9631336,-3.75683,0.5820441,2.5398288,-0.1058262
POINT (-61.153178 -8.090875),Deter_Deg_CsG,2024,2.7088306,-0.30782166,1.0465937,3.2013454,1.4159796,2.2778804,-0.80033636,-1.4775441,0.36938602,4.863582,-0.49251467,0.24625733,-3.0782168,-3.5707314,-0.18469301,1.108158,-5.10984,1.84693,-1.4159796,1.3544153,1.108158,3.0782168,0.923465,-3.324474,4.3710675,2.0931873,-3.3860383,4.432632,1.9700587,-0.73877203,1.6006727,-1.9700587,-1.2312866,0.061564334,0.24625733,-1.4159796,2.0316231,-2.770395,-0.12312867,0.12312867,2.585702,-5.7870474,0.0,1.4159796,-0.554079,-1.3544153,0.98502934,-1.84693,0.18469301,-1.2312866,1.84693,0.73877203,1.108158,0.98502934,1.5391084,0.6156433,-2.0316231,-1.292851,5.9101763,-2.585702,1.0465937,0.67720765,2.3394446,3.9401174,1.9700587,2.8319592,2.5241377,4.0632463,-0.12312867,2.4625733,-0.18469301,1.5391084,4.247939,-2.7088306,-2.8935237,-0.98502934,1.7853657,-0.8619007,1.662237,-1.2312866,-1.9084944,-1.292851,-5.9717402,-1.292851,0.923465,-0.24625733,3.3860383,-2.4625733,-1.5391084,-0.18469301,0.554079,-2.3394446,0.80033636,1.292851,3.2629097,2.6472664,-2.5241377,1.4159796,4.617325,-2.1547518,-3.0782168,-1.2312866,0.43095034,-0.12312867,2.0316231,4.001682,2.5241377,-0.18469301,-0.43095034,-0.18469301,1.2312866,-2.8319592,-1.84693,-1.662237,3.139781,-1.662237,-3.2013454,3.0782168,-3.0782168,-4.863582,-2.9550881,-3.139781,-7.8186703,2.8319592,-1.108158,0.36938602,4.4941964,0.24625733
POINT (-61.153088 -8.090875),Deter_Deg_CsG,2024,4.3382564,0.10711744,2.08879,3.2135231,1.3925266,0.9640569,-1.6603203,0.5355872,1.1782918,2.5172598,0.9640569,1.1782918,-3.6955516,-1.8209964,0.10711744,1.6603203,-5.088078,1.3925266,-3.052847,1.713879,3.4813168,1.0176157,2.1423488,-1.5532029,4.4989324,2.5172598,-2.1423488,6.801957,1.2318505,-1.8209964,-0.5355872,-1.1247331,-3.1599643,0.3213523,-1.2318505,-0.16067615,2.2494662,-4.552491,-0.37491104,-1.5532029,2.1959074,-5.784342,1.0711744,0.16067615,-1.4996442,-0.2677936,2.3565836,-3.6955516,0.7498221,-2.9992883,0.8033808,0.3213523,0.10711744,1.5532029,0.8569395,1.9281138,-3.1064057,-0.8033808,6.801957,-0.3213523,-0.8033808,-0.16067615,2.6243773,4.766726,1.2854092,2.6243773,3.1599643,2.6779358,0.9104982,3.2670817,-1.4460855,0.5355872,4.3918147,-3.3206406,0.2677936,-4.1240215,0.2677936,-0.37491104,2.892171,-0.6962633,-3.2670817,-1.9281138,-4.60605,-0.21423487,1.4460855,-1.8209964,0.8033808,-2.08879,0.8569395,-0.8033808,-0.8033808,-2.08879,2.0352314,0.10711744,3.5884342,2.463701,0.16067615,1.9281138,4.4989324,1.9816725,-3.6955516,1.3925266,0.37491104,0.21423487,0.48202845,4.016904,1.9816725,1.5532029,1.9281138,0.37491104,2.6779358,-2.3565836,1.3389679,-2.08879,4.1240215,-2.1423488,-2.303025,4.552491,-3.8562276,-4.0704627,-2.08879,-4.2846975,-4.016904,2.463701,-2.1959074,1.3925266,4.873843,-0.9104982
POINT (-61.152997 -8.090875),Deter_Deg_CsG,2024,2.2699952,0.6984601,2.2117903,2.0371752,0.7566651,2.3282003,-0.93128014,0.40743506,0.5238451,3.4340954,-0.5238451,0.34923005,-4.5981956,-3.3176856,-0.23282003,0.34923005,-4.714606,0.05820501,-1.5133302,1.6879452,2.3864055,2.0953803,1.2805102,-1.1641002,4.8310156,2.5028152,-2.6192255,5.9951158,1.5715352,-0.8730751,0.0,-1.6297402,-2.5028152,0.5820501,-0.05820501,-1.4551252,2.8520455,-4.4235806,-0.40743506,-1.6879452,1.8625603,-5.820501,0.6402551,0.17461503,-1.4551252,-0.7566651,0.98948514,-3.2012753,1.2805102,-2.7356353,1.9207653,0.46564007,-0.29102504,0.0,1.2223052,2.0953803,-1.9207653,-0.8730751,7.392036,-1.2805102,-0.46564007,1.1641002,1.8625603,4.6564007,1.5133302,3.3176856,2.2699952,3.4340954,0.7566651,3.4340954,-0.6402551,1.0476902,4.4235806,-3.8415306,-0.93128014,-2.4446104,1.6297402,-0.29102504,2.1535854,-0.93128014,-3.2594805,-1.3969202,-5.0056305,-0.40743506,1.7461503,-1.1641002,2.2117903,-3.3758905,-0.29102504,-1.3969202,0.34923005,-2.0371752,2.3864055,1.2223052,3.4340954,2.7356353,-1.4551252,1.2223052,4.307171,0.6402551,-3.3176856,-0.46564007,0.6402551,-1.6879452,0.6984601,3.9579406,2.3864055,0.8730751,2.2117903,0.5238451,2.2699952,-3.1430705,-0.29102504,-2.2699952,4.0161457,-1.4551252,-2.8520455,3.5505056,-3.1430705,-4.8892207,-2.6774304,-4.0161457,-5.238451,2.4446104,-2.6774304,1.2805102,4.1907606,-1.2805102
POINT (-61.152906 -8.090875),Deter_Deg_CsG,2024,3.038159,-0.99611765,1.6934,1.0459236,0.0,2.589906,-1.6934,1.7432059,1.294953,3.4864118,-0.09961177,-0.54786474,-3.3868,-3.6358294,-0.8965059,0.19922353,-2.988353,1.9424294,-2.191459,2.3408766,1.4443706,0.24902941,1.8926235,0.049805883,6.325347,2.0918472,-2.589906,6.325347,1.0459236,-0.3486412,-0.8965059,-1.9424294,-1.9424294,0.99611765,-0.24902941,-0.9463118,3.7354412,-3.835053,0.44825295,-1.8428177,0.6972824,-5.7774825,1.7432059,0.44825295,0.049805883,-0.09961177,0.09961177,-2.589906,1.1455353,-3.7354412,0.9463118,1.7432059,-1.2451471,-0.24902941,2.141653,0.24902941,-2.589906,0.19922353,5.8770943,-1.2451471,-1.3945647,0.049805883,2.191459,4.9307823,0.8467,3.436606,2.988353,2.9385471,2.4902942,3.9844706,-0.049805883,1.9922353,3.436606,-3.3369942,-1.1953412,-3.2871883,1.6934,1.6934,2.2412648,-1.5937883,-4.283306,-2.8389354,-4.681753,-0.44825295,1.9424294,-1.7432059,1.1953412,-3.3868,0.2988353,-1.4941765,1.1953412,-1.1455353,1.6934,1.6435941,3.038159,2.8389354,-2.988353,1.0459236,5.6280646,0.09961177,-2.0420413,-0.049805883,-0.44825295,-1.7432059,0.8467,0.99611765,0.74708825,0.6972824,3.6358294,-0.79689413,1.5937883,-2.6895177,0.49805883,-1.1455353,4.5323353,-1.1455353,-2.4902942,3.835053,-4.382918,-5.3790355,-1.8428177,-2.988353,-6.1261234,2.4404883,-3.7354412,0.6474765,2.3408766,-1.7930118
POINT (-61.153178 -8.090965),Deter_Deg_CsG,2024,3.26721,-0.9012993,0.6196433,2.985554,1.351949,1.4646114,-0.6759745,-0.6196433,0.8449681,4.7881527,-0.9576305,0.39431843,-3.3798723,-3.2108788,-0.16899362,0.56331205,-4.844484,1.0139617,-2.196917,2.3095794,1.1266241,2.760229,0.7323057,-2.478573,4.1685095,2.196917,-3.0982163,4.112178,2.0279233,-1.0139617,0.28165603,-2.5349042,-2.0279233,0.56331205,-0.33798724,-1.915261,0.9576305,-2.8728914,-0.28165603,-0.8449681,2.0279233,-6.309095,0.56331205,1.070293,-0.39431843,-1.070293,1.9715922,-1.633605,0.11266241,-1.1829554,1.351949,-0.39431843,0.6196433,1.2956177,2.196917,1.2956177,-1.6899362,-1.0139617,5.520458,-1.8025986,-0.33798724,0.33798724,1.8589298,3.0418851,1.5772737,3.548866,3.4362035,3.3235412,-0.22532482,2.2532482,-0.33798724,1.1829554,5.0134773,-2.2532482,-1.7462674,-1.915261,1.5772737,-1.2956177,2.5349042,-0.6196433,-1.915261,-2.0279233,-6.9850698,-1.0139617,1.070293,-0.50698084,3.26721,-3.3235412,-0.78863686,0.11266241,0.6196433,-2.140586,0.9012993,1.070293,3.3235412,2.140586,-1.4646114,1.4646114,4.5064964,-0.50698084,-4.393834,-0.056331206,0.9012993,0.33798724,1.915261,4.0558467,2.5912354,-1.5209426,0.45064965,0.33798724,1.2392865,-2.3659108,-1.070293,-1.1266241,3.9431844,-1.5772737,-3.4925349,3.830522,-2.8165603,-3.9431844,-2.5912354,-2.760229,-7.154063,2.703898,-1.8025986,-0.50698084,3.4362035,-0.28165603
POINT (-61.153088 -8.090965),Deter_Deg_CsG,2024,3.004957,-0.4451788,1.3355365,2.6154256,1.4468311,1.89201,-1.89201,-0.7790629,1.2798891,3.3944883,-0.38953146,0.61212087,-4.0066094,-2.8936622,-0.61212087,0.2225894,-4.61873,1.5581259,-2.8936622,2.8380148,1.5581259,1.6694205,1.3355365,-2.7823675,4.117904,0.946005,-4.0066094,6.0655613,1.3355365,-0.61212087,-0.05564735,-2.5041308,-2.9493096,1.0572996,-0.2225894,-1.5581259,1.9476572,-3.4501357,0.66776824,-1.4468311,1.7250679,-7.0672135,1.0016524,1.5024785,0.1112947,-1.2242417,2.0033047,-2.671073,0.66776824,-2.1145992,0.33388412,-0.05564735,-0.16694206,1.0016524,2.2815413,1.0572996,-1.3355365,-0.05564735,5.842972,-1.7807152,-0.8903576,0.1112947,2.671073,4.3961406,1.89201,3.6727252,3.0606043,3.3944883,0.33388412,2.3371887,-0.27823675,1.5581259,4.173551,-2.225894,-0.83471024,-1.8363626,1.0572996,-0.61212087,3.0606043,-0.83471024,-3.171899,-2.2815413,-6.955919,-0.5008262,1.7807152,-0.7790629,1.5024785,-3.0606043,0.0,-0.61212087,0.8903576,-1.7807152,1.4468311,0.5008262,2.7823675,3.0606043,-0.1112947,1.89201,5.5090876,0.5564735,-3.78402,-0.05564735,1.0572996,0.5008262,1.0572996,3.6727252,2.5041308,0.5564735,1.6694205,-0.4451788,2.058952,-1.6137732,-0.16694206,-0.5008262,3.6727252,-2.058952,-2.2815413,3.6727252,-2.9493096,-3.8953145,-2.0033047,-2.7823675,-5.397793,3.7283726,-2.1145992,0.16694206,2.8380148,-0.5008262
POINT (-61.152997 -8.090965),Deter_Deg_CsG,2024,0.5861553,0.79930264,1.8650395,1.8650395,2.8774896,0.90587634,-0.69272894,1.01245,1.4920316,3.6767921,-1.1723106,0.15986052,-2.5577683,-6.447708,2.8242028,1.5453185,-3.03735,0.31972104,-3.090637,0.4795816,1.705179,2.4511948,1.4920316,0.106573686,2.5577683,0.53286844,-4.422808,3.4636447,0.6394421,0.5861553,-0.4795816,-3.4636447,-0.69272894,0.4795816,5.2753973,-3.3037844,1.4920316,-1.01245,-1.6518922,-1.8650395,0.5861553,-4.0498,0.42629474,2.1314738,2.8774896,-0.4795816,-1.7584658,0.26643422,1.6518922,-3.6235054,0.5861553,2.5044816,0.15986052,1.8117527,4.6359553,-0.15986052,-1.5453185,-3.4636447,4.6892424,-2.3446212,0.106573686,-1.2255974,2.2380474,2.4511948,2.7709157,3.1972106,1.0657369,1.5986053,2.4511948,1.4920316,-0.5861553,4.369521,4.4760947,-1.5986053,-0.7460158,-0.90587634,0.69272894,3.5702186,-0.106573686,-2.8242028,-2.7709157,-2.1847606,-6.767429,-3.3570712,2.2913342,-2.5577683,4.8491025,-3.410358,-0.5861553,-2.078187,0.15986052,-0.6394421,2.5577683,-1.6518922,1.705179,2.5577683,-2.8242028,-0.5861553,5.1688237,-1.8650395,-3.090637,-3.03735,-0.9591632,-4.6892424,0.26643422,4.103087,2.078187,1.9716132,3.410358,0.8525895,1.4920316,-0.5861553,0.15986052,-0.053286843,1.8117527,-1.3321711,-1.01245,3.3570712,-4.0498,-5.008963,-2.3446212,-3.3570712,-5.9681263,3.090637,-4.369521,0.6394421,1.2788842,-0.053286843
POINT (-61.152906 -8.090965),Deter_Deg_CsG,2024,1.6469338,-0.5146668,1.2352004,2.727734,1.9557339,1.5440004,-1.6469338,1.8013338,2.0072005,4.014401,-1.6469338,-0.20586672,-2.1616006,-5.0437346,1.7498672,0.8749336,-3.4997344,2.1616006,-3.860001,2.933601,0.8749336,1.3896004,1.9042672,0.2573334,5.0952015,0.15440005,-4.5805345,4.065868,1.4410671,1.4410671,-0.8234669,-3.2938676,-2.264534,-0.10293336,3.396801,-2.3674674,2.6762674,-1.8528005,-0.7720002,-1.4925338,-0.97786695,-5.3010683,1.7498672,2.4704008,2.3674674,-0.6176002,-1.6984005,0.36026677,0.46320012,-3.860001,-0.5661335,4.8893347,-0.66906685,1.3381337,4.6320014,-1.6984005,-2.3160007,-2.110134,4.4261346,-1.132267,-0.5661335,-0.5661335,2.264534,3.0880008,2.2130673,4.065868,1.3381337,1.286667,2.0072005,0.97786695,0.5146668,3.7570677,3.1394675,-1.6984005,-1.8013338,-1.286667,1.3381337,3.3453343,0.10293336,-3.1909342,-3.705601,-2.3160007,-6.484802,-2.3674674,2.3674674,-3.1909342,3.4482677,-3.396801,-0.92640024,-1.7498672,0.3088001,0.36026677,1.5954671,-0.97786695,-0.15440005,2.264534,-4.529068,0.20586672,6.5362687,-1.2352004,-2.9850676,-3.8085344,-2.0072005,-4.014401,2.0072005,1.7498672,2.2130673,0.7720002,5.352535,0.10293336,2.727734,-0.5146668,0.8234669,-1.0808003,2.5218673,-1.2352004,-1.3896004,4.014401,-4.8893347,-5.3010683,-0.3088001,-2.727734,-5.9186683,3.551201,-4.992268,-0.5661335,-0.10293336,-1.0808003
